url,action,fields
https://www.madfientist.com/tax-benefits-of-real-estate-investing/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/tax-benefits-of-real-estate-investing/,https://www.madfientist.com/wp-comments-post.php,author|email|submit|comment_post_ID|comment_parent|akismet_comment_nonce|ak_js
https://www.madfientist.com/tax-benefits-of-real-estate-investing/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/tax-benefits-of-real-estate-investing/,https://app.convertkit.com/landing_pages/13128/subscribe,id|first_name|email
https://www.madfientist.com/tax-benefits-of-real-estate-investing/,https://app.convertkit.com/landing_pages/20574/subscribe,id|first_name|email
https://www.madfientist.com/section-199a/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/section-199a/,https://www.madfientist.com/wp-comments-post.php,author|email|submit|comment_post_ID|comment_parent|akismet_comment_nonce|ak_js
https://www.madfientist.com/section-199a/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/section-199a/,https://app.convertkit.com/landing_pages/13128/subscribe,id|first_name|email
https://www.madfientist.com/section-199a/,https://app.convertkit.com/landing_pages/20574/subscribe,id|first_name|email
https://www.madfientist.com/new-tax-law/,https://app.convertkit.com/landing_pages/48614/subscribe,id|first_name|email
https://www.madfientist.com/new-tax-law/,https://www.madfientist.com/wp-comments-post.php,author|email|submit|comment_post_ID|comment_parent|akismet_comment_nonce|ak_js
https://www.madfientist.com/new-tax-law/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/new-tax-law/,https://app.convertkit.com/landing_pages/13128/subscribe,id|first_name|email
https://www.madfientist.com/new-tax-law/,https://app.convertkit.com/landing_pages/20574/subscribe,id|first_name|email
https://www.madfientist.com/roth-ira-horse-race/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/roth-ira-horse-race/,https://www.madfientist.com/wp-comments-post.php,author|email|submit|comment_post_ID|comment_parent|akismet_comment_nonce|ak_js
https://www.madfientist.com/roth-ira-horse-race/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/roth-ira-horse-race/,https://app.convertkit.com/landing_pages/13128/subscribe,id|first_name|email
https://www.madfientist.com/roth-ira-horse-race/,https://app.convertkit.com/landing_pages/20574/subscribe,id|first_name|email
https://www.madfientist.com/fi-laboratory/,https://app.convertkit.com/landing_pages/13123/subscribe,id|first_name|email
https://www.madfientist.com/fi-laboratory/,https://www.madfientist.com/wp-comments-post.php,author|email|submit|comment_post_ID|comment_parent|akismet_comment_nonce|ak_js
